entry	name	file	status	error
00428210	__free_osfhnd	decompile/00428210___free_osfhnd.c	ok	
004282a0	__get_osfhandle	decompile/004282a0___get_osfhandle.c	ok	
004283a0	__ioinit	decompile/004283a0___ioinit.c	ok	
004285b0	_calloc	decompile/004285b0__calloc.c	ok	
00428650	__fcloseall	decompile/00428650___fcloseall.c	ok	
004286c4	__global_unwind2	decompile/004286c4___global_unwind2.c	ok	
00428706	__local_unwind2	decompile/00428706___local_unwind2.c	ok	
00428a50	__ismbblead	decompile/00428a50___ismbblead.c	ok	
00428ac0	x_ismbbtype	decompile/00428ac0_x_ismbbtype.c	ok	
00428b00	__setenvp	decompile/00428b00___setenvp.c	ok	
00428bf0	__setargv	decompile/00428bf0___setargv.c	ok	
00428c90	parse_cmdline	decompile/00428c90_parse_cmdline.c	ok	
00428e70	___crtGetEnvironmentStringsW	decompile/00428e70____crtGetEnvironmentStringsW.c	ok	
00429070	___crtGetEnvironmentStringsA	decompile/00429070____crtGetEnvironmentStringsA.c	ok	
004292e0	__FF_MSGBANNER	decompile/004292e0___FF_MSGBANNER.c	ok	
00429320	__NMSG_WRITE	decompile/00429320___NMSG_WRITE.c	ok	
00429550	__write	decompile/00429550___write.c	ok	
00429780	__getbuf	decompile/00429780___getbuf.c	ok	
004297d0	__isatty	decompile/004297d0___isatty.c	ok	
00429800	_wctomb	decompile/00429800__wctomb.c	ok	
004298a0	__aulldiv	decompile/004298a0___aulldiv.c	ok	
00429910	__aullrem	decompile/00429910___aullrem.c	ok	
00429990	__commit	decompile/00429990___commit.c	ok	
00429a00	__open	decompile/00429a00___open.c	ok	
00429a20	__sopen	decompile/00429a20___sopen.c	ok	
00429e40	__statusfp	decompile/00429e40___statusfp.c	ok	
00429e60	__clearfp	decompile/00429e60___clearfp.c	ok	
00429e80	__control87	decompile/00429e80___control87.c	ok	
00429ed0	__controlfp	decompile/00429ed0___controlfp.c	ok	
00429f20	__abstract_cw	decompile/00429f20___abstract_cw.c	ok	
00429fd0	__hw_cw	decompile/00429fd0___hw_cw.c	ok	
0042a060	__abstract_sw	decompile/0042a060___abstract_sw.c	ok	
0042a0c0	_tolower	decompile/0042a0c0__tolower.c	ok	
0042a1b0	__ZeroTail	decompile/0042a1b0___ZeroTail.c	ok	
0042a220	__IncMan	decompile/0042a220___IncMan.c	ok	
0042a290	__RoundMan	decompile/0042a290___RoundMan.c	ok	
0042a340	__CopyMan	decompile/0042a340___CopyMan.c	ok	
0042a360	__FillZeroMan	decompile/0042a360___FillZeroMan.c	ok	
0042a370	__IsZeroMan	decompile/0042a370___IsZeroMan.c	ok	
0042a390	__ShrMan	decompile/0042a390___ShrMan.c	ok	
0042a440	__ld12cvt	decompile/0042a440___ld12cvt.c	ok	
0042a610	__ld12tod	decompile/0042a610___ld12tod.c	ok	
0042a630	__ld12tof	decompile/0042a630___ld12tof.c	ok	
0042a6e0	FID_conflict:__atodbl	decompile/0042a6e0_FID_conflict___atodbl.c	ok	
0042a760	FID_conflict:__atodbl	decompile/0042a760_FID_conflict___atodbl.c	ok	
0042a7a0	__fptostr	decompile/0042a7a0___fptostr.c	ok	
0042a830	__fltout	decompile/0042a830___fltout.c	ok	
0042a8a0	___dtold	decompile/0042a8a0____dtold.c	ok	
0042a960	FID_conflict:_memcpy	decompile/0042a960_FID_conflict__memcpy.c	ok	
0042aab0	__87except	decompile/0042aab0___87except.c	ok	
0042ad90	___crtGetStringTypeA	decompile/0042ad90____crtGetStringTypeA.c	ok	
0042aec0	___strgtold12	decompile/0042aec0____strgtold12.c	ok	
0042b680	___crtMessageBoxA	decompile/0042b680____crtMessageBoxA.c	ok	
0042b720	__chsize	decompile/0042b720___chsize.c	ok	
0042bae0	___crtLCMapStringA	decompile/0042bae0____crtLCMapStringA.c	ok	
0042bd10	_strncnt	decompile/0042bd10__strncnt.c	ok	
0042bd40	___addl	decompile/0042bd40____addl.c	ok	
0042bd70	___add_12	decompile/0042bd70____add_12.c	ok	
0042bde0	___shl_12	decompile/0042bde0____shl_12.c	ok	
0042be20	___shr_12	decompile/0042be20____shr_12.c	ok	
0042be60	___mtold12	decompile/0042be60____mtold12.c	ok	
0042bf50	$I10_OUTPUT	decompile/0042bf50__I10_OUTPUT.c	ok	
0042c560	__raise_exc	decompile/0042c560___raise_exc.c	ok	
0042c8d0	__handle_exc	decompile/0042c8d0___handle_exc.c	ok	
0042cc40	__set_errno	decompile/0042cc40___set_errno.c	ok	
0042ccf0	__statfp	decompile/0042ccf0___statfp.c	ok	
0042cd10	__clrfp	decompile/0042cd10___clrfp.c	ok	
0042cd30	__ctrlfp	decompile/0042cd30___ctrlfp.c	ok	
0042cdd0	___ld12mul	decompile/0042cdd0____ld12mul.c	ok	
0042d080	___multtenpow12	decompile/0042d080____multtenpow12.c	ok	
0042d100	__setmode	decompile/0042d100___setmode.c	ok	
0042d180	__set_exp	decompile/0042d180___set_exp.c	ok	
0042d2c0	__decomp	decompile/0042d2c0___decomp.c	ok	
0042d42e	RtlUnwind	decompile/0042d42e_RtlUnwind.c	ok	
0042d4a0	__strcmpi	decompile/0042d4a0___strcmpi.c	ok	
0042d530	__tell	decompile/0042d530___tell.c	ok	
0042d550	__itoa	decompile/0042d550___itoa.c	ok	
0042d590	xtoa	decompile/0042d590_xtoa.c	ok	
0042d5f0	__ltoa	decompile/0042d5f0___ltoa.c	ok	
0042d680	x64toa	decompile/0042d680_x64toa.c	ok	
0042d740	__strnicmp	decompile/0042d740___strnicmp.c	ok	
